6887.90948,7537.793488,8020.002262,8343.292224,8481.680677,8440.88654,8246.369614,7914.716718,7457.804664,6906.348338
6887.90648,7632.481112,8284.030398,8808.535466,9188.533987,9401.359507,9468.992492,9414.7334,9257.573815,9032.818273
6886.687576,7706.275712,8524.833327,9271.550284,9977.632904,10602.89429,11156.40083,11683.71515,12195.35014,12691.54457
6881.3895,7612.795367,8245.908333,8754.492033,9137.930667,9372.2558,9472.121333,9476.098967,9411.285633,9308.042167
6884.551625,7542.743075,8045.25175,8395.9999,8573.9758,8587.030975,8457.9485,8202.819725,7834.8232,7379.197425
66847,100259,151958,217326,284179,348959,412364,469145,519363,560737
66836,100097,141610,184350,229366,278189,333877,394717,461065,533357
66674,99055,132325,156747,175980,192508,210511,229619,250215,273590
65791,98292,139044,179502,215516,247373,276863,301785,324041,344991
66237,100631,163990,255217,356861,467449,590759,721384,859446,1003121
492.0684371,558.8656094,629.8593957,700.0691421,747.3946528,777.3058714,783.9410894,769.1844074,746.9160675,721.0251523
495.7442855,603.3279652,709.4774283,802.4766616,887.4580573,965.4530216,1037.118789,1104.94895,1158.573518,1206.781116
495.7451715,640.7581287,765.390626,853.8024019,922.7289383,980.2997205,1041.187149,1106.737486,1180.699953,1259.920678
492.0011562,609.2102802,713.9772285,790.5460976,827.7791841,847.9075966,859.800094,861.6068812,866.8929793,881.0539436
493.8333139,618.5451424,793.4220661,995.4706435,1178.339374,1342.055607,1476.408213,1580.614068,1642.984383,1676.555666
36126.11604,38953.21652,41844.7942,44481.47085,44595.15733,44213.96121,42333.37479,38742.03474,35268.25979,31396.02888
36709.54075,42810.05211,48961.4302,54670.63129,58757.89358,63034.62774,66604.67397,70040.44757,72371.57794,72974.82193
36923.51304,46996.86606,55353.2896,61267.92742,65812.42882,69585.42923,74176.52772,79220.85162,84915.6397,91637.85493
36102.74033,42850.52071,48227.1952,51132.05391,50388.41892,49402.14593,47999.53745,45359.35396,42232.87069,38046.54566
35949.28062,43257.71203,55215.05896,69152.4829,81686.83227,93522.41693,103633.3197,110925.8851,113985.7085,113701.8045
4384.335829,2808.202207,1607.22039,1024.868024,164.1091301,-502.4808614,-1100.847635,-1601.378309,-1894.744575,-2107.294586
4668.903202,3720.94506,3015.939117,3159.743308,2117.279984,1609.874736,815.7807746,235.907323,-190.7512742,-414.8326721
4838.583075,4788.916349,4367.66442,4152.26673,3917.176939,3133.869543,2772.87229,2464.61542,2013.57695,1833.469241
4132.634495,3252.495462,2623.79359,2300.965133,1910.34466,1907.708174,1523.299937,868.3040915,442.5227555,209.9261415
3905.859938,2774.228586,2340.000511,1816.681253,970.8863349,377.3246668,29.06810333,-156.8223869,-461.9089186,-867.7020164
358.7260268,378.5564423,402.9536416,420.3804862,421.3293259,416.4838148,404.1775393,380.1398091,353.0923086,323.0574983
359.9420418,396.9239004,439.6615981,475.3620748,504.2943053,524.4870575,537.8386903,543.781254,544.2936832,537.6512863
358.7801744,416.2450815,476.4921778,519.2331077,549.9635928,576.6588867,610.2954262,656.7311644,705.1030118,742.8135037
371.1024503,417.5686095,460.506429,493.4590894,507.7769682,516.9060992,522.0069504,515.8481186,507.7028689,494.9740903
370.8801879,412.8201115,483.3911781,558.5683415,604.8540179,625.0286213,648.408535,659.4597393,663.5313982,642.9914244
9825.298977,10476.75539,11048.74214,11485.01463,11559.28782,11528.95975,11324.76852,11007.79353,10604.571,10080.69758
9861.056829,11103.72624,12299.28318,13246.33092,14015.09789,14524.9167,14987.98435,15326.41888,15602.7709,15726.01179
9794.209965,11242.82419,12721.9888,13885.89563,14921.93354,15743.11725,16621.17887,17579.52654,18604.37031,19691.50852
10048.96642,11115.61374,12216.92264,13092.28643,13764.79157,14232.22917,14582.56095,14820.45031,14992.83462,15113.11723
10107.43047,11369.57382,12692.42565,13942.33169,14764.87739,15469.27593,15973.97844,16313.31069,16382.64662,16190.59582
100.4906289,78.8650427,62.89593331,53.9251984,42.54313282,37.72929686,32.50796658,26.81365702,21.82599021,17.00258828
101.4700566,91.53254294,84.55288858,73.43333051,59.69377189,54.30979048,49.5118518,44.20523158,38.35391521,31.72733898
102.2208867,103.3114563,103.4949192,104.7456282,103.7845918,98.57099153,94.50211038,88.60374634,82.86333831,74.79463227
97.93688389,97.35358225,91.79688578,85.53680739,76.57450696,66.74352555,58.84458308,49.87913146,42.34714152,35.21009087
97.28088978,85.52006972,74.66714621,69.08070053,55.42026017,51.59523677,47.34978105,42.01917553,36.26874656,29.34046956
824.7164704,1546.751617,2164.17599,2731.42752,3150.620805,3465.920565,3783.402276,4059.370414,4150.439049,4077.750361
823.9690823,1560.248206,2149.837375,2578.613598,2979.631283,3334.391539,3740.40892,4112.941542,4498.974438,4900.935254
814.3586321,1535.222448,2130.028062,2437.294747,2644.016048,2749.126269,2872.386585,3022.959532,3175.649768,3359.176336
818.3408905,1449.7334,2132.575586,2465.222854,2694.652458,2798.287146,2880.922041,2947.069382,2977.68461,2989.373171
833.2056679,1541.141335,2382.375389,2966.384854,3526.390106,4027.521478,4507.917008,4730.305112,4722.083802,4616.062311
